uid,namedLocation,domainID,siteID,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,plotID,collectDate,processedDate,laboratoryName,sampleID,sampleCode,biomassID,internalLabID,batchID,testProtocolVersion,freshMass,freezeDryMass,c8To0Concentration,c10To0Concentration,c11To0Concentration,lipid2OH10To0Concentration,c12To0Concentration,c13To0Concentration,lipid2OH12To0Concentration,lipid3OH12To0Concentration,c14To1Concentration,c14To0Concentration,i14To0Concentration,i15To0Concentration,aC15To0Concentration,c15To0Concentration,c15To1Concentration,lipid2OH14To0Concentration,lipid3OH14To0Concentration,i16To0Concentration,cis16To1n9Concentration,c16To1Cis11Concentration,c16To0Concentration,lipid10Methyl16To0Concentration,i17To0Concentration,c17To1Concentration,cyclo17To0Concentration,c17To0Concentration,c17To0AnteisoConcentration,lipid2OH16To0Concentration,lipid10Methyl17To0Concentration,c18To3n6Concentration,cis18To2n912Concentration,cis18To1n9Concentration,trans18To1n9Concentration,trans18To2n912Concentration,c18To3n3Concentration,c18To1n11Concentration,c18To0Concentration,lipid10Methyl18To0Concentration,cyclo19To0Concentration,c19To0Concentration,c19To1Cis10Concentration,c20To4n6Concentration,c20To5n3Concentration,c20To3n6Concentration,c20To2Concentration,c20To1Concentration,c20To3n3Concentration,c20To0Concentration,c21To0Concentration,c22To2Concentration,c22To1n9Concentration,c22To0Concentration,c22To6CisConcentration,c23To0Concentration,c24To1Concentration,c24To0Concentration,totalLipidConcentration,extractionEfficiency,extractEffStdConc,processedBy,reviewedBy,remarks,analysisResultsQF,dataQF,publicationDate,release
6b880fc9-7f37-42de-810d-d60907761672,DELA_037.basePlot.bgc,D08,DELA,32.539627,-87.801968,WGS84,20.11,27.1,0.1,DELA_037,2019-06-26T14:55Z,2019-09-18,"Microbial ID, Inc",DELA_037-M-9.5-23-20190626,A00000084415,DELA_037-M-9.5-23-20190626-BM,MI190827-0680,20,Midi_PLFA_SOP_v1,10.04,7.15,,0,0,0,0,0,,,0,0.89,0.62,9.08,4.01,0.75,0,,,3.08,4.66,2.67,10.94,7.67,2.33,0,1.82,0.85,1.65,0,0.56,0,2.48,5.38,,,,6.62,,1.8,9.09,,,0.62,0,0,0,0.4,,0.27,0,0,0,0.2,0,0,0,0.18,78.62,60.55,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T060757Z,RELEASE-2021
66342659-b732-42f1-8553-c7c39c95ac61,DELA_040.basePlot.bgc,D08,DELA,32.538802,-87.804522,WGS84,20.12,29.4,0.2,DELA_040,2019-06-26T15:12Z,2019-09-18,"Microbial ID, Inc",DELA_040-M-11-4-20190626,A00000084405,DELA_040-M-11-4-20190626-BM,MI190827-0684,20,Midi_PLFA_SOP_v1,15.19,11.72,,0,0,0,0,0,,,0,0.77,0.68,8.92,4.35,0.65,0,,,3.08,4.69,2.98,12.04,8.92,2.47,0,2.31,0.85,1.84,0,0.51,0,2.93,5.24,,,,9.23,,1.9,9.58,,,0.65,0.15,0.24,0,0.52,,0.33,0,0,0,0.25,0,0,0,0.18,86.24,64.87,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T060757Z,RELEASE-2021
bfd18811-adab-4889-83db-b903d559227d,DELA_037.basePlot.bgc,D08,DELA,32.539627,-87.801968,WGS84,20.11,27.1,0.1,DELA_037,2019-06-26T15:17Z,2019-09-18,"Microbial ID, Inc",DELA_037-M-17-3-20190626,A00000084418,DELA_037-M-17-3-20190626-BM,MI190827-0678,20,Midi_PLFA_SOP_v1,10.49,7.65,,0,0,0,0,0,,,0,0.73,0.65,8.06,4.14,0.64,0,,,3.02,3.85,2.5,9.21,9.22,2.38,0,1.78,0.77,1.87,0,0.5,0,1.28,3.4,,,,5.79,,1.7,8.37,,,0.46,0,0,0,0.42,,0.24,0,0,0,0.17,0,0,0,0.13,71.25,61.19,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T060757Z,RELEASE-2021
bf66232d-afc8-4a22-8c03-ddfd565d505a,DELA_040.basePlot.bgc,D08,DELA,32.538802,-87.804522,WGS84,20.12,29.4,0.2,DELA_040,2019-06-26T15:30Z,2019-09-18,"Microbial ID, Inc",DELA_040-M-32-36.5-20190626,A00000084406,DELA_040-M-32-36.5-20190626-BM,MI190827-0685,20,Midi_PLFA_SOP_v1,10.14,7.56,,0,0,0,0,0,,,0,0.87,0.69,9.54,4.45,0.65,0,,,3.75,5.4,3.77,15.16,10.01,2.63,0,2.6,0.84,2.25,0,0.49,0,7.22,5.86,,,,11.98,,2.19,10.95,,,0.77,0.15,0.17,0,0.66,,0.37,0,0,0,0.29,0,0.12,0,0.21,104.02,66.68,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T060757Z,RELEASE-2021
3c168140-afa6-4003-831d-69c374e9310f,DELA_040.basePlot.bgc,D08,DELA,32.538802,-87.804522,WGS84,20.12,29.4,0.2,DELA_040,2019-06-26T15:53Z,2019-09-18,"Microbial ID, Inc",DELA_040-M-9.5-36-20190626,A00000084407,DELA_040-M-9.5-36-20190626-BM,MI190827-0686,20,Midi_PLFA_SOP_v1,10.08,7.92,,0,0,0,0,0,,,0,0.5,0.39,6.09,3.09,0.42,0,,,2.54,3.05,2.16,8.85,6.37,1.82,0,1.54,0.56,1.48,0,0.36,0,3.61,3.52,,,,5.96,,1.7,8.16,,,0.41,0,0.13,0,0.37,,0.19,0,0,0,0.15,0,0,0,0,63.39,63.92,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T060757Z,RELEASE-2021
c6c21cfd-771c-4b56-be5f-1c1daaf1cfaf,DELA_037.basePlot.bgc,D08,DELA,32.539627,-87.801968,WGS84,20.11,27.1,0.1,DELA_037,2019-11-12T15:18Z,2019-12-20,"Microbial ID, Inc",DELA_037-M-8-20.5-20191112,A00000145226,DELA_037-M-8-20.5-20191112-BM,MI191126-1212,34,Midi_PLFA_SOP_v1,10.1,7.42,,0,0,0,0,0,,,0,0.43,0.31,6.19,2.35,0.31,0,,,1.89,2.79,1.74,6.24,5.62,1.43,0,1.24,0.42,0.95,0,0.25,0,1.11,2.86,,,,4.65,,1.18,6.75,,,0.34,0,0,0,0,,0.13,0,0,0,0,0,0,0,0,49.17,67.82,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T063414Z,RELEASE-2021
d54f972d-2c67-479b-a67f-44e01d306777,DELA_037.basePlot.bgc,D08,DELA,32.539627,-87.801968,WGS84,20.11,27.1,0.1,DELA_037,2019-11-12T15:31Z,2019-12-20,"Microbial ID, Inc",DELA_037-M-0-12.5-20191112,A00000145380,DELA_037-M-0-12.5-20191112-BM,MI191126-1210,34,Midi_PLFA_SOP_v1,10,7.48,,0,0,0,0,0,,,0,0.44,0.39,6.45,3.04,0.43,0,,,2.49,2.82,1.83,6.9,7.13,1.84,0,1.37,0.57,1.41,0,0.39,0,1.7,3.23,,,,4.56,,1.56,8.48,,,0.36,0.14,0,0.3,0,,0.16,0,0,0,0.12,0,0,0,0.12,58.24,67.88,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T063414Z,RELEASE-2021
92e437db-3764-4d2d-92c4-b33d31adcff3,DELA_037.basePlot.bgc,D08,DELA,32.539627,-87.801968,WGS84,20.11,27.1,0.1,DELA_037,2019-11-12T15:41Z,2019-12-20,"Microbial ID, Inc",DELA_037-M-26-3-20191112,A00000145381,DELA_037-M-26-3-20191112-BM,MI191126-1211,34,Midi_PLFA_SOP_v1,10.34,7.72,,0,0,0,0,0,,,0,0.36,0.32,4.77,2.02,0.32,0,,,1.67,1.9,1.23,4.75,5.76,1.39,0,0.95,0.34,0.96,0,0.23,0,0.9,1.95,,,,2.68,,0.95,4.92,,,0.19,0,0,0,0,,0,0,0,0,0,0,0,0,0,38.55,55.59,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T063414Z,RELEASE-2021
e23edfc1-ce85-42a4-ad90-5b4d2ff9c662,DELA_038.basePlot.bgc,D08,DELA,32.54229,-87.806804,WGS84,20.11,25.5,0.1,DELA_038,2019-11-12T16:20Z,2019-12-20,"Microbial ID, Inc",DELA_038-M-31.5-5-20191112,A00000145383,DELA_038-M-31.5-5-20191112-BM,MI191126-1214,34,Midi_PLFA_SOP_v1,10.05,7.3,,0,0,0,0,0,,,0,0.42,0.38,5.89,2.6,0.31,0,,,2.23,3.14,2.14,7.32,8.42,1.69,0,1.36,0.4,1.55,0,0.25,0,1.27,3.42,,,,6.86,,1.48,8.26,,,0.46,0.12,0,0,0.33,,0.14,0,0,0,0.12,0,0,0,0.12,60.65,64.99,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T063414Z,RELEASE-2021
33404da5-0a0b-43a4-b7cf-fc48b4819821,DELA_038.basePlot.bgc,D08,DELA,32.54229,-87.806804,WGS84,20.11,25.5,0.1,DELA_038,2019-11-12T16:40Z,2019-12-20,"Microbial ID, Inc",DELA_038-M-32.5-26-20191112,A00000145252,DELA_038-M-32.5-26-20191112-BM,MI191126-1215,34,Midi_PLFA_SOP_v1,14.52,10.13,,0,0,0,0,0,,,0,0.56,0.39,8.22,3.11,0.42,0,,,3.2,3.54,2.49,9.82,8.55,2.23,0,1.55,0.64,1.68,0,0.46,0,1.55,5.42,,,,8.78,,2.07,14.08,,,0.53,0,0,0,0.32,,0.18,0,0,0,0.16,0,0,0,0.13,80.08,58.5,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T063414Z,RELEASE-2021
b1d082b3-e0f5-4521-a789-1fd27ca4476a,DELA_038.basePlot.bgc,D08,DELA,32.54229,-87.806804,WGS84,20.11,25.5,0.1,DELA_038,2019-11-12T16:55Z,2019-12-20,"Microbial ID, Inc",DELA_038-M-2-24.5-20191112,A00000145267,DELA_038-M-2-24.5-20191112-BM,MI191126-1213,34,Midi_PLFA_SOP_v1,10.11,7.3,,0,0,0,0,0,,,0,0.21,0,3.21,1.29,0.14,0,,,1.33,1.26,0.92,3.85,2.6,0.86,0,0.52,0.24,0.67,0,0.18,0,0.62,1.88,,,,3.19,,0.9,5.28,,,0.21,0,0,0,0,,0,0,0,0,0,0,0,0,0,29.36,54.7,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T063414Z,RELEASE-2021
ac99745d-18f5-4ff3-a79b-7eb9c10de801,DELA_041.basePlot.bgc,D08,DELA,32.540702,-87.80774,WGS84,20.12,23.6,0.2,DELA_041,2019-11-12T17:21Z,2019-12-20,"Microbial ID, Inc",DELA_041-M-2-24.5-20191112,A00000145251,DELA_041-M-2-24.5-20191112-BM,MI191126-1219,34,Midi_PLFA_SOP_v1,10.16,7.27,,0,0,0,0,0,,,0,0.42,0.29,5.67,2.05,0.32,0,,,1.81,2.37,1.4,5.63,4.79,1.51,0,1.1,0.36,0.92,0,0.3,0,1.03,3.08,,,,3.67,,1.11,6.83,,,0.43,0.12,0.2,0,0,,0,0,0,0,0,0,0,0,0,45.38,58.1,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T063414Z,RELEASE-2021
dc96c89b-79ab-4b81-b502-1ed202f6d6b8,DELA_041.basePlot.bgc,D08,DELA,32.540702,-87.80774,WGS84,20.12,23.6,0.2,DELA_041,2019-11-12T17:33Z,2019-12-20,"Microbial ID, Inc",DELA_041-M-8.5-17.5-20191112,A00000145266,DELA_041-M-8.5-17.5-20191112-BM,MI191126-1221,34,Midi_PLFA_SOP_v1,10.01,7.12,,0,0,0,0,0,,,0,0.41,0.26,4.91,1.92,0.3,0,,,1.54,2.22,1.54,5.69,4.57,1.43,0,1.19,0.43,0.84,0,0.27,0,0.88,2.73,,,,4.41,,1.09,7.36,,,0.39,0,0,0,0.24,,0.12,0,0,0,0,0,0,0,0,44.76,54.71,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T063414Z,RELEASE-2021
ee8ff848-fcd8-4761-a477-6a2631db3a42,DELA_041.basePlot.bgc,D08,DELA,32.540702,-87.80774,WGS84,20.12,23.6,0.2,DELA_041,2019-11-12T17:45Z,2019-12-20,"Microbial ID, Inc",DELA_041-M-32.5-11.5-20191112,A00000145311,DELA_041-M-32.5-11.5-20191112-BM,MI191126-1220,34,Midi_PLFA_SOP_v1,9.99,6.71,,0,0,0,0,0,,,0,0.76,0.53,10.98,3.83,0.57,0,,,3.24,4.33,2.74,11.3,8.7,2.72,0,1.95,0.82,1.66,0,0.49,0,0.83,6.94,,,,7,,1.81,14.45,,,0,0,0,0,0.35,,0.24,0,0,0,0.17,0,0,0,0.19,86.6,66.87,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T063414Z,RELEASE-2021
d956d9c2-50b4-4bda-94be-681e991cc877,DELA_040.basePlot.bgc,D08,DELA,32.538802,-87.804522,WGS84,20.12,29.4,0.2,DELA_040,2019-11-12T18:46Z,2019-12-20,"Microbial ID, Inc",DELA_040-M-5-11-20191112,A00000145265,DELA_040-M-5-11-20191112-BM,MI191126-1217,34,Midi_PLFA_SOP_v1,14.16,10.77,,0,0,0,0,0,,,0,0.43,0.39,5.05,2.43,0.36,0,,,1.84,2.7,1.72,6.19,6.05,1.43,0,1.19,0.43,1.24,0,0.28,0,0.78,3.05,,,,5.05,,1.19,5.31,,,0.36,0,0,0,0.27,,0.15,0,0,0,0.12,0,0,0,0,48.02,56.01,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T063414Z,RELEASE-2021
e14afc5a-ddb2-49d7-afdb-9f1cc2e401f3,DELA_040.basePlot.bgc,D08,DELA,32.538802,-87.804522,WGS84,20.12,29.4,0.2,DELA_040,2019-11-12T18:58Z,2019-12-20,"Microbial ID, Inc",DELA_040-M-35-17-20191112,A00000145264,DELA_040-M-35-17-20191112-BM,MI191126-1216,34,Midi_PLFA_SOP_v1,10.23,7.97,,0,0,0,0,0,,,0,0.42,0.29,4.68,2.06,0.41,0,,,1.81,1.92,1.13,5.27,4.08,1.3,0,0.77,0.44,0.94,0,0.38,0,0.88,3.36,,,,2.58,,1.24,6.05,,,0.33,0,0,0,0,,0.16,0,0,0,0.12,0,0,0,0,40.64,60.38,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T063414Z,RELEASE-2021
ad5a98ab-64c9-473f-af70-1d27e35f447f,DELA_040.basePlot.bgc,D08,DELA,32.538802,-87.804522,WGS84,20.12,29.4,0.2,DELA_040,2019-11-12T19:14Z,2019-12-20,"Microbial ID, Inc",DELA_040-M-9-24-20191112,A00000145310,DELA_040-M-9-24-20191112-BM,MI191126-1218,34,Midi_PLFA_SOP_v1,10.09,7.81,,0,0,0,0,0,,,0,0.29,0.26,4.11,1.68,0.29,0,,,1.38,1.74,1.13,4.52,3.75,1.07,0,0.79,0.33,0.78,0,0.25,0,1.12,2.06,,,,3.01,,0.91,4.38,,,0.16,0,0,0,0,,0,0,0,0,0,0,0,0,0,33.99,57.68,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T063414Z,RELEASE-2021
c4625d80-0f16-47bd-a85e-98469de1697c,DELA_001.basePlot.bgc,D08,DELA,32.532072,-87.805439,WGS84,20.13,28.6,0.2,DELA_001,2019-11-12T19:45Z,2019-12-20,"Microbial ID, Inc",DELA_001-M-32.5-23.5-20191112,A00000145309,DELA_001-M-32.5-23.5-20191112-BM,MI191126-1193,34,Midi_PLFA_SOP_v1,10.41,8.65,,0,0,0,0,0,,,0,0.19,0,1.44,0.67,0,0,,,0.42,1.3,0.63,2.2,1.44,0.34,0,0.42,0,0.28,0,0,0,0.28,0.79,,,,1.43,,0.22,0.74,,,0.17,0,0,0,0,,0,0,0,0,0,0,0,0,0,12.92,58.57,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T063414Z,RELEASE-2021
c727e467-1ee4-44e8-b627-f5ca365c5cd9,DELA_001.basePlot.bgc,D08,DELA,32.532072,-87.805439,WGS84,20.13,28.6,0.2,DELA_001,2019-11-12T20:01Z,2019-12-20,"Microbial ID, Inc",DELA_001-M-36.5-11.5-20191112,A00000145259,DELA_001-M-36.5-11.5-20191112-BM,MI191126-1194,34,Midi_PLFA_SOP_v1,10.04,7.62,,0,0,0,0,0,,,0,0.4,0.27,3.39,1.58,0.25,0,,,0.88,2.51,1.35,4.57,3.58,0.81,0,0.99,0.19,0.63,0,0.13,0,0.66,1.6,,,,2.79,,0.46,1.95,,,0.31,0,0,0,0,,0,0,0,0,0,0,0,0,0,29.28,57.43,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T063414Z,RELEASE-2021
ac93518f-3c74-4e01-ba1e-c38573c13817,DELA_001.basePlot.bgc,D08,DELA,32.532072,-87.805439,WGS84,20.13,28.6,0.2,DELA_001,2019-11-12T20:17Z,2019-12-20,"Microbial ID, Inc",DELA_001-M-0-0-20191112,A00000145260,DELA_001-M-0-0-20191112-BM,MI191126-1192,34,Midi_PLFA_SOP_v1,9.99,7.57,,0,0,0,0,0,,,0,0.86,0.69,9.4,4.04,0.49,0,,,2.63,6.81,4.19,12.91,10.85,2.35,0,2.87,0.59,1.83,0,0.28,0,1.2,5.62,,,,10.15,,1.37,7.93,,,0.96,0.25,0.12,0,0.72,,0.27,0,0,0,0.27,0,0,0,0.23,89.9,61.43,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T063414Z,RELEASE-2021
ca7d602e-02d4-43d4-8181-0b3c9288a97a,DELA_005.basePlot.bgc,D08,DELA,32.523355,-87.814626,WGS84,20.15,27.2,0.2,DELA_005,2019-11-13T15:55Z,2019-12-20,"Microbial ID, Inc",DELA_005-M-20.5-37.5-20191113,A00000145263,DELA_005-M-20.5-37.5-20191113-BM,MI191126-1205,34,Midi_PLFA_SOP_v1,10.1,8.01,,0,0,0,0,0,,,0,0.38,0.33,4.25,1.84,0.24,0,,,1.22,2.89,1.7,5.03,4.88,1.07,0,1.19,0.25,0.91,0,0.15,0,0.77,2.25,,,,4.05,,0.67,2.77,,,0.31,0,0,0,0.21,,0,0,0,0,0,0,0,0,0,37.34,55.43,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T063414Z,RELEASE-2021
0e95537c-984a-4b8b-bd06-04d2bd4f7fb3,DELA_005.basePlot.bgc,D08,DELA,32.523355,-87.814626,WGS84,20.15,27.2,0.2,DELA_005,2019-11-13T16:10Z,2019-12-20,"Microbial ID, Inc",DELA_005-M-13.5-4.5-20191113,A00000145272,DELA_005-M-13.5-4.5-20191113-BM,MI191126-1204,34,Midi_PLFA_SOP_v1,10.1,7.91,,0,0,0,0,0,,,0,0.59,0.65,6.91,3.01,0.36,0,,,2.1,5.25,3.19,9.09,8.43,1.76,0,2.08,0.41,1.44,0,0.27,0,1.55,4.94,,,,7.71,,1.17,5.5,,,0.51,0.1,0,0,0.43,,0.21,0,0,0,0.18,0,0,0,0.15,68.01,62.72,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T063414Z,RELEASE-2021
bcf9b8cb-c6c6-4390-8fdf-9fa739369523,DELA_005.basePlot.bgc,D08,DELA,32.523355,-87.814626,WGS84,20.15,27.2,0.2,DELA_005,2019-11-13T16:22Z,2019-12-20,"Microbial ID, Inc",DELA_005-M-35-2-20191113,A00000145271,DELA_005-M-35-2-20191113-BM,MI191126-1206,34,Midi_PLFA_SOP_v1,10.02,8.38,,0,0,0,0,0,,,0,0.28,0.24,2.94,1.38,0.19,0,,,0.9,2.3,1.25,3.85,3.4,0.74,0,0.84,0.17,0.65,0,0,0,0.63,1.73,,,,2.93,,0.51,1.78,,,0.23,0,0,0,0,,0,0,0,0,0,0,0,0,0,26.93,55.8,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T063414Z,RELEASE-2021
5533c551-b828-4050-a32d-33d159dbdd9e,DELA_014.basePlot.bgc,D08,DELA,32.529789,-87.818194,WGS84,20.16,26.1,0.3,DELA_014,2019-11-13T17:21Z,2019-12-20,"Microbial ID, Inc",DELA_014-M-3-16.5-20191113,A00000145270,DELA_014-M-3-16.5-20191113-BM,MI191126-1208,34,Midi_PLFA_SOP_v1,10.07,7.63,,0,0,0,0,0,,,0,0,0,1.48,0.71,0,0,,,0.61,0.75,0.45,2.25,2.36,0.49,0,0.36,0,0.55,0,0,0,0.85,0.87,,,,0.94,,0.43,1.31,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,14.4,51.02,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T063414Z,RELEASE-2021
764ab44e-5d9e-485c-a47c-19117adfd63a,DELA_014.basePlot.bgc,D08,DELA,32.529789,-87.818194,WGS84,20.16,26.1,0.3,DELA_014,2019-11-13T17:38Z,2019-12-20,"Microbial ID, Inc",DELA_014-M-31-5-20191113,A00000145268,DELA_014-M-31-5-20191113-BM,MI191126-1209,34,Midi_PLFA_SOP_v1,10.78,8.43,,0,0,0,0,0,,,0,0.19,0.16,2.1,1.09,0.16,0,,,0.93,1.09,0.64,3.01,3.24,0.71,0,0.55,0,0.68,0,0.16,0,0.65,1.16,,,,1.52,,0.64,2.08,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,20.75,69.97,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T063414Z,RELEASE-2021
3ca18f93-b075-402f-8d68-60a770024bcd,DELA_014.basePlot.bgc,D08,DELA,32.529789,-87.818194,WGS84,20.16,26.1,0.3,DELA_014,2019-11-13T17:50Z,2019-12-20,"Microbial ID, Inc",DELA_014-M-28.5-34-20191113,A00000145269,DELA_014-M-28.5-34-20191113-BM,MI191126-1207,34,Midi_PLFA_SOP_v1,10.59,8.02,,0,0,0,0,0,,,0,0.22,0.19,2.96,1.33,0.21,0,,,1.13,1.48,0.85,3.74,4.01,0.92,0,0.72,0.27,0.87,0,0.2,0,1.15,1.79,,,,2.09,,0.78,2.72,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,27.63,61.82,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T063414Z,RELEASE-2021
8d3fdd3b-96dc-439e-9786-f5d21a0e5527,DELA_003.basePlot.bgc,D08,DELA,32.534942,-87.815024,WGS84,20.12,25.1,0.2,DELA_003,2019-11-13T18:53Z,2019-12-20,"Microbial ID, Inc",DELA_003-M-7.5-8-20191113,A00000145258,DELA_003-M-7.5-8-20191113-BM,MI191126-1200,34,Midi_PLFA_SOP_v1,10.1,7.55,,0,0,0,0,0,,,0,0.46,0.43,5.43,2.78,0.44,0,,,2.44,2.92,2.18,8.38,7.38,1.77,0,1.52,0.46,1.66,0,0.34,0,3.73,4.16,,,,5.86,,1.7,7.07,,,0.35,0.13,0,0,0.39,,0.18,0,0,0,0.14,0,0,0,0.11,62.38,71.55,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T063414Z,RELEASE-2021
6ea134cb-9c14-4c49-938f-e1cec0cedffa,DELA_003.basePlot.bgc,D08,DELA,32.534942,-87.815024,WGS84,20.12,25.1,0.2,DELA_003,2019-11-13T19:04Z,2019-12-20,"Microbial ID, Inc",DELA_003-M-28.5-0.5-20191113,A00000145250,DELA_003-M-28.5-0.5-20191113-BM,MI191126-1198,34,Midi_PLFA_SOP_v1,11.09,8.4,,0,0,0,0,0,,,0,0.54,0.55,6.11,3.02,0.52,0,,,2.62,3.88,2.66,8.87,8.45,2.09,0,2.05,0.89,1.94,0,0.48,0,2.56,5.03,,,,8.09,,1.82,7.01,,,2.12,0.85,0.4,1.05,0,,0.21,0,0,0,0.14,0,0,0,0,73.94,66.42,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T063414Z,RELEASE-2021
5c24a686-b685-4f5e-98bd-f4e50633e070,DELA_003.basePlot.bgc,D08,DELA,32.534942,-87.815024,WGS84,20.12,25.1,0.2,DELA_003,2019-11-13T19:11Z,2019-12-20,"Microbial ID, Inc",DELA_003-M-6.5-36-20191113,A00000145249,DELA_003-M-6.5-36-20191113-BM,MI191126-1199,34,Midi_PLFA_SOP_v1,10.14,7.65,,0,0,0,0,0,,,0,0.42,0.41,4.75,2.23,0.4,0,,,1.89,2.61,1.69,6.81,5.48,1.37,0,1.24,0.47,1.12,0,0.33,0,3.31,3.14,,,,4.66,,1.32,5.77,,,0.39,0,0,0,0.34,,0.15,0,0,0,0.11,0,0,0,0,50.41,62.32,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T063414Z,RELEASE-2021
c11f2a12-e6c3-467a-9ed5-50e0a20adc8c,DELA_002.basePlot.bgc,D08,DELA,32.532479,-87.818534,WGS84,20.23,24,0.4,DELA_002,2019-11-13T19:54Z,2019-12-20,"Microbial ID, Inc",DELA_002-M-21-38.5-20191113,A00000145248,DELA_002-M-21-38.5-20191113-BM,MI191126-1195,34,Midi_PLFA_SOP_v1,10.04,7.71,,0,0,0,0,0,,,0,0.12,0,1.54,0.72,0,0,,,0.63,0.51,0.35,1.83,2.24,0.55,0,0.26,0,0.47,0,0,0,0.41,0.9,,,,0.85,,0.5,1.31,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,13.19,52.03,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T063414Z,RELEASE-2021
dcc71938-efae-4bc5-8384-d89e53361d51,DELA_002.basePlot.bgc,D08,DELA,32.532479,-87.818534,WGS84,20.23,24,0.4,DELA_002,2019-11-13T20:13Z,2019-12-20,"Microbial ID, Inc",DELA_002-M-39.5-9.5-20191113,A00000145236,DELA_002-M-39.5-9.5-20191113-BM,MI191126-1197,34,Midi_PLFA_SOP_v1,10.03,7.11,,0,0,0,0,0,,,0,0.58,0.54,9.1,3.67,0.57,0,,,3.19,5.8,2.67,10.41,9.11,2.4,0,2.13,0.78,1.67,0,0.48,0,3.49,8.56,,,,7.31,,2.02,10.91,,,0.68,0.14,0.12,0,0.49,,0.38,0,0,0,0.16,0,0,0,0.12,87.47,62.62,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T063414Z,RELEASE-2021
